sample_id,station_id,station_name,station_type,sample_date,parameter,status,loq,value_lw,units,value_am
104322,26420.0,Simonstadvatnet,Innsjø,2019-10-29,Bly,Authorised,"0,01",0.68,UG_P_L,0.66
104322,26420.0,Simonstadvatnet,Innsjø,2019-10-29,Aluminium,Authorised,1,390.0,UG_P_L,24.0
104322,26420.0,Simonstadvatnet,Innsjø,2019-10-29,Arsen,Authorised,"0,02",0.33,UG_P_L,0.357
104322,26420.0,Simonstadvatnet,Innsjø,2019-10-29,Kobber,Authorised,"0,05",1.1,UG_P_L,1.0
104322,26420.0,Simonstadvatnet,Innsjø,2019-10-29,Krom,Authorised,"0,05",0.46,UG_P_L,0.4
104322,26420.0,Simonstadvatnet,Innsjø,2019-10-29,Nikkel,Authorised,"0,05",1.4,UG_P_L,1.7
104322,26420.0,Simonstadvatnet,Innsjø,2019-10-29,Sink,Authorised,"0,2",7.4,UG_P_L,11.4
104323,26421.0,Midtvatnet,Innsjø,2019-10-29,Bly,Authorised,"0,01",0.62,UG_P_L,0.5599999999999999
104323,26421.0,Midtvatnet,Innsjø,2019-10-29,Aluminium,Authorised,1,270.0,UG_P_L,1.0
104323,26421.0,Midtvatnet,Innsjø,2019-10-29,Arsen,Authorised,"0,02",0.31,UG_P_L,0.396
104323,26421.0,Midtvatnet,Innsjø,2019-10-29,Kobber,Authorised,"0,05",1.0,UG_P_L,0.9
104323,26421.0,Midtvatnet,Innsjø,2019-10-29,Krom,Authorised,"0,05",0.37,UG_P_L,0.2
104323,26421.0,Midtvatnet,Innsjø,2019-10-29,Nikkel,Authorised,"0,05",0.65,UG_P_L,0.8
104323,26421.0,Midtvatnet,Innsjø,2019-10-29,Sink,Authorised,"0,2",8.3,UG_P_L,11.299999999999999
104324,26422.0,Ljøstadvann,Innsjø,2019-10-29,Bly,Authorised,"0,01",0.68,UG_P_L,0.35
104324,26422.0,Ljøstadvann,Innsjø,2019-10-29,Aluminium,Authorised,1,250.0,UG_P_L,16.0
104324,26422.0,Ljøstadvann,Innsjø,2019-10-29,Kobber,Authorised,"0,05",0.62,UG_P_L,0.7
104324,26422.0,Ljøstadvann,Innsjø,2019-10-29,Krom,Authorised,"0,05",0.32,UG_P_L,0.1
104324,26422.0,Ljøstadvann,Innsjø,2019-10-29,Nikkel,Authorised,"0,05",1.0,UG_P_L,0.9
104324,26422.0,Ljøstadvann,Innsjø,2019-10-29,Sink,Authorised,"0,2",5.6,UG_P_L,9.2
104325,26424.0,HOH 170,Innsjø,2019-10-29,Bly,Authorised,"0,01",0.75,UG_P_L,0.83
104325,26424.0,HOH 170,Innsjø,2019-10-29,Aluminium,Authorised,1,330.0,UG_P_L,77.0
104325,26424.0,HOH 170,Innsjø,2019-10-29,Kobber,Authorised,"0,05",0.64,UG_P_L,1.0
104325,26424.0,HOH 170,Innsjø,2019-10-29,Krom,Authorised,"0,05",0.46,UG_P_L,0.2
104325,26424.0,HOH 170,Innsjø,2019-10-29,Nikkel,Authorised,"0,05",1.0,UG_P_L,1.4
104325,26424.0,HOH 170,Innsjø,2019-10-29,Sink,Authorised,"0,2",6.4,UG_P_L,9.700000000000001
104333,26431.0,Eiklitjørn,Innsjø,2019-10-29,Bly,Authorised,"0,01",0.27,UG_P_L,1.25
104333,26431.0,Eiklitjørn,Innsjø,2019-10-29,Aluminium,Authorised,1,190.0,UG_P_L,115.0
104333,26431.0,Eiklitjørn,Innsjø,2019-10-29,Kobber,Authorised,"0,05",0.29,UG_P_L,0.6
104333,26431.0,Eiklitjørn,Innsjø,2019-10-29,Krom,Authorised,"0,05",0.17,UG_P_L,0.2
104333,26431.0,Eiklitjørn,Innsjø,2019-10-29,Nikkel,Authorised,"0,05",0.38,UG_P_L,0.7
104333,26431.0,Eiklitjørn,Innsjø,2019-10-29,Sink,Authorised,"0,2",4.3,UG_P_L,12.1
104334,26432.0,Berlitjørnane,Innsjø,2019-10-29,Bly,Authorised,"0,01",0.67,UG_P_L,0.93
104334,26432.0,Berlitjørnane,Innsjø,2019-10-29,Aluminium,Authorised,1,380.0,UG_P_L,121.0
104334,26432.0,Berlitjørnane,Innsjø,2019-10-29,Arsen,Authorised,"0,02",0.27,UG_P_L,0.403
104334,26432.0,Berlitjørnane,Innsjø,2019-10-29,Kobber,Authorised,"0,05",0.16,UG_P_L,0.4
104334,26432.0,Berlitjørnane,Innsjø,2019-10-29,Krom,Authorised,"0,05",0.18,UG_P_L,0.1
104334,26432.0,Berlitjørnane,Innsjø,2019-10-29,Nikkel,Authorised,"0,05",0.27,UG_P_L,0.4
104334,26432.0,Berlitjørnane,Innsjø,2019-10-29,Sink,Authorised,"0,2",4.8,UG_P_L,9.5
104335,26433.0,Imetjern,Innsjø,2019-10-29,Bly,Authorised,"0,01",0.37,UG_P_L,0.33
104335,26433.0,Imetjern,Innsjø,2019-10-29,Aluminium,Authorised,1,200.0,UG_P_L,157.0
104335,26433.0,Imetjern,Innsjø,2019-10-29,Kobber,Authorised,"0,05",0.23,UG_P_L,0.4
104335,26433.0,Imetjern,Innsjø,2019-10-29,Krom,Authorised,"0,05",0.15,UG_P_L,-0.1
104335,26433.0,Imetjern,Innsjø,2019-10-29,Nikkel,Authorised,"0,05",0.37,UG_P_L,0.5
104335,26433.0,Imetjern,Innsjø,2019-10-29,Sink,Authorised,"0,2",3.2,UG_P_L,4.3
104336,26434.0,Øytjørn,Innsjø,2019-10-29,Bly,Authorised,"0,01",0.51,UG_P_L,2.8
104336,26434.0,Øytjørn,Innsjø,2019-10-29,Aluminium,Authorised,1,280.0,UG_P_L,56.0
104336,26434.0,Øytjørn,Innsjø,2019-10-29,Arsen,Authorised,"0,02",0.18,UG_P_L,0.14
104336,26434.0,Øytjørn,Innsjø,2019-10-29,Kobber,Authorised,"0,05",0.22,UG_P_L,-0.2
104336,26434.0,Øytjørn,Innsjø,2019-10-29,Krom,Authorised,"0,05",0.27,UG_P_L,-0.1
104336,26434.0,Øytjørn,Innsjø,2019-10-29,Nikkel,Authorised,"0,05",0.12,UG_P_L,0.1
104336,26434.0,Øytjørn,Innsjø,2019-10-29,Sink,Authorised,"0,2",2.2,UG_P_L,2.9
104337,26437.0,Lauvlivatn,Innsjø,2019-10-29,Sink,Authorised,"0,2",3.1,UG_P_L,7.3
104337,26437.0,Lauvlivatn,Innsjø,2019-10-29,Bly,Authorised,"0,01",0.82,UG_P_L,1.1199999999999999
104337,26437.0,Lauvlivatn,Innsjø,2019-10-29,Aluminium,Authorised,1,200.0,UG_P_L,46.0
104337,26437.0,Lauvlivatn,Innsjø,2019-10-29,Arsen,Authorised,"0,02",0.2,UG_P_L,0.359
104337,26437.0,Lauvlivatn,Innsjø,2019-10-29,Kobber,Authorised,"0,05",0.15,UG_P_L,0.3
104337,26437.0,Lauvlivatn,Innsjø,2019-10-29,Krom,Authorised,"0,05",0.15,UG_P_L,0.1
104337,26437.0,Lauvlivatn,Innsjø,2019-10-29,Nikkel,Authorised,"0,05",0.18,UG_P_L,0.3
104338,26435.0,Øvre Skålvatn,Innsjø,2019-10-29,Bly,Authorised,"0,01",0.52,UG_P_L,0.63
104338,26435.0,Øvre Skålvatn,Innsjø,2019-10-29,Aluminium,Authorised,1,310.0,UG_P_L,-1.0
104338,26435.0,Øvre Skålvatn,Innsjø,2019-10-29,Arsen,Authorised,"0,02",0.21,UG_P_L,0.161
104338,26435.0,Øvre Skålvatn,Innsjø,2019-10-29,Kobber,Authorised,"0,05",0.33,UG_P_L,0.4
104338,26435.0,Øvre Skålvatn,Innsjø,2019-10-29,Krom,Authorised,"0,05",0.21,UG_P_L,0.2
104338,26435.0,Øvre Skålvatn,Innsjø,2019-10-29,Nikkel,Authorised,"0,05",0.34,UG_P_L,0.5
104338,26435.0,Øvre Skålvatn,Innsjø,2019-10-29,Sink,Authorised,"0,2",4.7,UG_P_L,9.0
105155,26436.0,Stemmevatn,Innsjø,2019-10-29,Bly,Authorised,"0,01",0.95,UG_P_L,2.12
105155,26436.0,Stemmevatn,Innsjø,2019-10-29,Aluminium,Authorised,1,140.0,UG_P_L,6.0
105155,26436.0,Stemmevatn,Innsjø,2019-10-29,Kobber,Authorised,"0,05",0.15,UG_P_L,0.6
105155,26436.0,Stemmevatn,Innsjø,2019-10-29,Krom,Authorised,"0,05",0.085,UG_P_L,-0.1
105155,26436.0,Stemmevatn,Innsjø,2019-10-29,Nikkel,Authorised,"0,05",0.11,UG_P_L,0.3
105155,26436.0,Stemmevatn,Innsjø,2019-10-29,Sink,Authorised,"0,2",2.8,UG_P_L,7.6
104340,26077.0,Brennvoltjørna,Innsjø,2019-10-24,Bly,Authorised,"0,01",0.09,UG_P_L,0.21000000000000002
104340,26077.0,Brennvoltjørna,Innsjø,2019-10-24,Aluminium,Authorised,1,76.0,UG_P_L,14.0
104340,26077.0,Brennvoltjørna,Innsjø,2019-10-24,Arsen,Authorised,"0,02",0.063,UG_P_L,-0.1
104340,26077.0,Brennvoltjørna,Innsjø,2019-10-24,Kobber,Authorised,"0,05",0.059,UG_P_L,-0.2
104340,26077.0,Brennvoltjørna,Innsjø,2019-10-24,Krom,Authorised,"0,05",0.064,UG_P_L,0.1
104340,26077.0,Brennvoltjørna,Innsjø,2019-10-24,Nikkel,Authorised,"0,05",0.058,UG_P_L,-0.1
104340,26077.0,Brennvoltjørna,Innsjø,2019-10-24,Sink,Authorised,"0,2",0.45,UG_P_L,1.1
104341,26224.0,Søre Klettsjøen,Innsjø,2019-10-14,Bly,Authorised,"0,01",0.098,UG_P_L,0.16
104341,26224.0,Søre Klettsjøen,Innsjø,2019-10-14,Aluminium,Authorised,1,86.0,UG_P_L,10.0
104341,26224.0,Søre Klettsjøen,Innsjø,2019-10-14,Kobber,Authorised,"0,05",0.11,UG_P_L,0.4
104341,26224.0,Søre Klettsjøen,Innsjø,2019-10-14,Krom,Authorised,"0,05",0.08,UG_P_L,-0.1
104341,26224.0,Søre Klettsjøen,Innsjø,2019-10-14,Nikkel,Authorised,"0,05",0.13,UG_P_L,0.2
104341,26224.0,Søre Klettsjøen,Innsjø,2019-10-14,Sink,Authorised,"0,2",0.8,UG_P_L,2.4
104345,26206.0,Svenkebekksjøen,Innsjø,2019-10-25,Bly,Authorised,"0,01",0.25,UG_P_L,0.15
104345,26206.0,Svenkebekksjøen,Innsjø,2019-10-25,Aluminium,Authorised,1,260.0,UG_P_L,5.0
104345,26206.0,Svenkebekksjøen,Innsjø,2019-10-25,Arsen,Authorised,"0,02",0.28,UG_P_L,0.216
104345,26206.0,Svenkebekksjøen,Innsjø,2019-10-25,Kobber,Authorised,"0,05",0.52,UG_P_L,0.6
104345,26206.0,Svenkebekksjøen,Innsjø,2019-10-25,Krom,Authorised,"0,05",0.17,UG_P_L,0.2
104345,26206.0,Svenkebekksjøen,Innsjø,2019-10-25,Nikkel,Authorised,"0,05",0.54,UG_P_L,0.4
104345,26206.0,Svenkebekksjøen,Innsjø,2019-10-25,Sink,Authorised,"0,2",3.4,UG_P_L,1.7
104351,26219.0,Skjervagen,Innsjø,2019-10-24,Bly,Authorised,"0,01",0.029,UG_P_L,0.1
104351,26219.0,Skjervagen,Innsjø,2019-10-24,Aluminium,Authorised,1,48.0,UG_P_L,3.0
104351,26219.0,Skjervagen,Innsjø,2019-10-24,Arsen,Authorised,"0,02",0.056,UG_P_L,-0.1
104351,26219.0,Skjervagen,Innsjø,2019-10-24,Kobber,Authorised,"0,05",0.05,UG_P_L,-0.2
104351,26219.0,Skjervagen,Innsjø,2019-10-24,Krom,Authorised,"0,05",0.05,UG_P_L,0.2
104351,26219.0,Skjervagen,Innsjø,2019-10-24,Nikkel,Authorised,"0,05",0.07,UG_P_L,0.1
104351,26219.0,Skjervagen,Innsjø,2019-10-24,Sink,Authorised,"0,2",0.23,UG_P_L,0.7
104352,26218.0,Store Sorksjøen,Innsjø,2019-10-24,Bly,Authorised,"0,01",0.084,UG_P_L,0.19
104352,26218.0,Store Sorksjøen,Innsjø,2019-10-24,Aluminium,Authorised,1,91.0,UG_P_L,-2.0
104352,26218.0,Store Sorksjøen,Innsjø,2019-10-24,Kobber,Authorised,"0,05",0.06,UG_P_L,0.3
104352,26218.0,Store Sorksjøen,Innsjø,2019-10-24,Krom,Authorised,"0,05",0.11,UG_P_L,-0.1
104352,26218.0,Store Sorksjøen,Innsjø,2019-10-24,Nikkel,Authorised,"0,05",0.18,UG_P_L,0.6
104352,26218.0,Store Sorksjøen,Innsjø,2019-10-24,Sink,Authorised,"0,2",1.1,UG_P_L,0.9
104353,26220.0,Fjellgutusjøen,Innsjø,2019-10-24,Bly,Authorised,"0,01",0.01,UG_P_L,0.08
104353,26220.0,Fjellgutusjøen,Innsjø,2019-10-24,Aluminium,Authorised,1,29.0,UG_P_L,-1.0
104353,26220.0,Fjellgutusjøen,Innsjø,2019-10-24,Kobber,Authorised,"0,05",0.14,UG_P_L,0.4
104353,26220.0,Fjellgutusjøen,Innsjø,2019-10-24,Krom,Authorised,"0,05",0.053,UG_P_L,-0.1
104353,26220.0,Fjellgutusjøen,Innsjø,2019-10-24,Nikkel,Authorised,"0,05",0.18,UG_P_L,0.3
104353,26220.0,Fjellgutusjøen,Innsjø,2019-10-24,Sink,Authorised,"0,2",0.51,UG_P_L,0.7
104354,26217.0,Abbortjørna,Innsjø,2019-10-15,Bly,Authorised,"0,01",0.022,UG_P_L,0.06999999999999999
104354,26217.0,Abbortjørna,Innsjø,2019-10-15,Aluminium,Authorised,1,58.0,UG_P_L,-2.0
104354,26217.0,Abbortjørna,Innsjø,2019-10-15,Arsen,Authorised,"0,02",0.025,UG_P_L,-0.1
104354,26217.0,Abbortjørna,Innsjø,2019-10-15,Kobber,Authorised,"0,05",0.085,UG_P_L,-0.2
104354,26217.0,Abbortjørna,Innsjø,2019-10-15,Krom,Authorised,"0,05",0.054,UG_P_L,-0.1
104354,26217.0,Abbortjørna,Innsjø,2019-10-15,Nikkel,Authorised,"0,05",0.068,UG_P_L,-0.1
104354,26217.0,Abbortjørna,Innsjø,2019-10-15,Sink,Authorised,"0,2",0.34,UG_P_L,-0.3
104355,26221.0,Femunden,Innsjø,2019-10-15,Bly,Authorised,"0,01",0.01,UG_P_L,0.2
104355,26221.0,Femunden,Innsjø,2019-10-15,Aluminium,Authorised,1,29.0,UG_P_L,0.0
104355,26221.0,Femunden,Innsjø,2019-10-15,Kobber,Authorised,"0,05",0.17,UG_P_L,0.4
104355,26221.0,Femunden,Innsjø,2019-10-15,Krom,Authorised,"0,05",0.062,UG_P_L,-0.1
104355,26221.0,Femunden,Innsjø,2019-10-15,Nikkel,Authorised,"0,05",0.26,UG_P_L,0.4
104355,26221.0,Femunden,Innsjø,2019-10-15,Sink,Authorised,"0,2",0.67,UG_P_L,1.4
104356,26200.0,Langtjernet,Innsjø,2019-10-25,Aluminium,Authorised,1,230.0,UG_P_L,6.0
104356,26200.0,Langtjernet,Innsjø,2019-10-25,Arsen,Authorised,"0,02",0.23,UG_P_L,0.196
104356,26200.0,Langtjernet,Innsjø,2019-10-25,Kobber,Authorised,"0,05",0.2,UG_P_L,0.2
104356,26200.0,Langtjernet,Innsjø,2019-10-25,Krom,Authorised,"0,05",0.21,UG_P_L,0.3
104356,26200.0,Langtjernet,Innsjø,2019-10-25,Nikkel,Authorised,"0,05",0.4,UG_P_L,0.4
104356,26200.0,Langtjernet,Innsjø,2019-10-25,Sink,Authorised,"0,2",3.3,UG_P_L,3.1
104356,26200.0,Langtjernet,Innsjø,2019-10-25,Bly,Authorised,"0,01",0.56,UG_P_L,0.55
104357,26201.0,Rotnesjøen,Innsjø,2019-10-25,Bly,Authorised,"0,01",0.32,UG_P_L,0.24000000000000002
104357,26201.0,Rotnesjøen,Innsjø,2019-10-25,Aluminium,Authorised,1,240.0,UG_P_L,4.0
104357,26201.0,Rotnesjøen,Innsjø,2019-10-25,Kobber,Authorised,"0,05",0.32,UG_P_L,0.4
104357,26201.0,Rotnesjøen,Innsjø,2019-10-25,Krom,Authorised,"0,05",0.21,UG_P_L,0.2
104357,26201.0,Rotnesjøen,Innsjø,2019-10-25,Nikkel,Authorised,"0,05",0.39,UG_P_L,0.6
104357,26201.0,Rotnesjøen,Innsjø,2019-10-25,Sink,Authorised,"0,2",3.1,UG_P_L,2.5
104367,26072.0,Sætertjern,Innsjø,2019-10-25,Bly,Authorised,"0,01",0.71,UG_P_L,0.66
104367,26072.0,Sætertjern,Innsjø,2019-10-25,Aluminium,Authorised,1,340.0,UG_P_L,52.0
104367,26072.0,Sætertjern,Innsjø,2019-10-25,Kobber,Authorised,"0,05",0.32,UG_P_L,0.5
104367,26072.0,Sætertjern,Innsjø,2019-10-25,Krom,Authorised,"0,05",0.2,UG_P_L,0.2
104367,26072.0,Sætertjern,Innsjø,2019-10-25,Nikkel,Authorised,"0,05",0.32,UG_P_L,0.4
104367,26072.0,Sætertjern,Innsjø,2019-10-25,Sink,Authorised,"0,2",3.3,UG_P_L,4.3
104368,26186.0,Eintjern,Innsjø,2019-10-25,Bly,Authorised,"0,01",0.15,UG_P_L,0.22
104368,26186.0,Eintjern,Innsjø,2019-10-25,Aluminium,Authorised,1,300.0,UG_P_L,2.0
104368,26186.0,Eintjern,Innsjø,2019-10-25,Arsen,Authorised,"0,02",0.26,UG_P_L,0.105
104368,26186.0,Eintjern,Innsjø,2019-10-25,Kobber,Authorised,"0,05",0.79,UG_P_L,0.7
104368,26186.0,Eintjern,Innsjø,2019-10-25,Krom,Authorised,"0,05",0.22,UG_P_L,0.2
104368,26186.0,Eintjern,Innsjø,2019-10-25,Nikkel,Authorised,"0,05",0.34,UG_P_L,0.3
104368,26186.0,Eintjern,Innsjø,2019-10-25,Sink,Authorised,"0,2",2.2,UG_P_L,2.2
104370,27029.0,Kjerketjerna,Innsjø,2019-10-25,Bly,Authorised,"0,01",0.84,UG_P_L,0.67
104370,27029.0,Kjerketjerna,Innsjø,2019-10-25,Aluminium,Authorised,1,290.0,UG_P_L,41.0
104370,27029.0,Kjerketjerna,Innsjø,2019-10-25,Arsen,Authorised,"0,02",0.27,UG_P_L,0.13
104370,27029.0,Kjerketjerna,Innsjø,2019-10-25,Kobber,Authorised,"0,05",0.19,UG_P_L,0.2
104370,27029.0,Kjerketjerna,Innsjø,2019-10-25,Krom,Authorised,"0,05",0.11,UG_P_L,0.2
104370,27029.0,Kjerketjerna,Innsjø,2019-10-25,Nikkel,Authorised,"0,05",0.18,UG_P_L,0.2
104370,27029.0,Kjerketjerna,Innsjø,2019-10-25,Sink,Authorised,"0,2",4.7,UG_P_L,5.6
104375,26196.0,Tennungen,Innsjø,2019-10-25,Bly,Authorised,"0,01",0.62,UG_P_L,0.61
104375,26196.0,Tennungen,Innsjø,2019-10-25,Aluminium,Authorised,1,380.0,UG_P_L,10.0
104375,26196.0,Tennungen,Innsjø,2019-10-25,Kobber,Authorised,"0,05",0.59,UG_P_L,0.6
104375,26196.0,Tennungen,Innsjø,2019-10-25,Krom,Authorised,"0,05",0.29,UG_P_L,0.2
104375,26196.0,Tennungen,Innsjø,2019-10-25,Nikkel,Authorised,"0,05",0.4,UG_P_L,0.5
104375,26196.0,Tennungen,Innsjø,2019-10-25,Sink,Authorised,"0,2",5.3,UG_P_L,5.4
104376,26194.0,Vesle Otten,Innsjø,2019-10-24,Bly,Authorised,"0,01",0.2,UG_P_L,0.22
104376,26194.0,Vesle Otten,Innsjø,2019-10-24,Aluminium,Authorised,1,140.0,UG_P_L,-2.0
104376,26194.0,Vesle Otten,Innsjø,2019-10-24,Kobber,Authorised,"0,05",0.41,UG_P_L,0.4
104376,26194.0,Vesle Otten,Innsjø,2019-10-24,Krom,Authorised,"0,05",0.13,UG_P_L,-0.1
104376,26194.0,Vesle Otten,Innsjø,2019-10-24,Nikkel,Authorised,"0,05",0.32,UG_P_L,0.4
104376,26194.0,Vesle Otten,Innsjø,2019-10-24,Sink,Authorised,"0,2",2.9,UG_P_L,2.6
104377,26195.0,Geittjerna,Innsjø,2019-10-25,Bly,Authorised,"0,01",0.99,UG_P_L,1.28
104377,26195.0,Geittjerna,Innsjø,2019-10-25,Aluminium,Authorised,1,360.0,UG_P_L,27.0
104377,26195.0,Geittjerna,Innsjø,2019-10-25,Arsen,Authorised,"0,02",0.33,UG_P_L,0.387
104377,26195.0,Geittjerna,Innsjø,2019-10-25,Kobber,Authorised,"0,05",0.83,UG_P_L,0.6
104377,26195.0,Geittjerna,Innsjø,2019-10-25,Krom,Authorised,"0,05",0.38,UG_P_L,0.5
104377,26195.0,Geittjerna,Innsjø,2019-10-25,Nikkel,Authorised,"0,05",0.51,UG_P_L,0.6
104377,26195.0,Geittjerna,Innsjø,2019-10-25,Sink,Authorised,"0,2",5.4,UG_P_L,6.8999999999999995
104378,26225.0,Storflotjørna,Innsjø,2019-10-15,Bly,Authorised,"0,01",0.15,UG_P_L,0.2
104378,26225.0,Storflotjørna,Innsjø,2019-10-15,Aluminium,Authorised,1,63.0,UG_P_L,0.0
104378,26225.0,Storflotjørna,Innsjø,2019-10-15,Kobber,Authorised,"0,05",1.9,UG_P_L,2.4
104378,26225.0,Storflotjørna,Innsjø,2019-10-15,Krom,Authorised,"0,05",0.24,UG_P_L,-0.1
104378,26225.0,Storflotjørna,Innsjø,2019-10-15,Nikkel,Authorised,"0,05",0.35,UG_P_L,0.6
104378,26225.0,Storflotjørna,Innsjø,2019-10-15,Sink,Authorised,"0,2",1.5,UG_P_L,1.8
104392,26214.0,Hundtjørna,Innsjø,2019-10-24,Bly,Authorised,"0,01",0.01,UG_P_L,0.04
104392,26214.0,Hundtjørna,Innsjø,2019-10-24,Aluminium,Authorised,1,4.3,UG_P_L,0.0
104392,26214.0,Hundtjørna,Innsjø,2019-10-24,Arsen,Authorised,"0,02",0.067,UG_P_L,-0.1
104392,26214.0,Hundtjørna,Innsjø,2019-10-24,Kobber,Authorised,"0,05",0.05,UG_P_L,-0.2
104392,26214.0,Hundtjørna,Innsjø,2019-10-24,Krom,Authorised,"0,05",0.05,UG_P_L,-0.1
104392,26214.0,Hundtjørna,Innsjø,2019-10-24,Nikkel,Authorised,"0,05",0.12,UG_P_L,0.1
104392,26214.0,Hundtjørna,Innsjø,2019-10-24,Sink,Authorised,"0,2",0.2,UG_P_L,-0.3
104393,26075.0,Måsabutjørna,Innsjø,2019-10-24,Sink,Authorised,"0,2",0.48,UG_P_L,1.1
104393,26075.0,Måsabutjørna,Innsjø,2019-10-24,Bly,Authorised,"0,01",0.054,UG_P_L,0.16
104393,26075.0,Måsabutjørna,Innsjø,2019-10-24,Aluminium,Authorised,1,23.0,UG_P_L,0.0
104393,26075.0,Måsabutjørna,Innsjø,2019-10-24,Kobber,Authorised,"0,05",0.075,UG_P_L,0.3
104393,26075.0,Måsabutjørna,Innsjø,2019-10-24,Krom,Authorised,"0,05",0.05,UG_P_L,-0.1
104393,26075.0,Måsabutjørna,Innsjø,2019-10-24,Nikkel,Authorised,"0,05",0.05,UG_P_L,0.4
104394,26215.0,Sølensjøen,Innsjø,2019-10-07,Bly,Authorised,"0,01",0.01,UG_P_L,0.060000000000000005
104394,26215.0,Sølensjøen,Innsjø,2019-10-07,Aluminium,Authorised,1,37.0,UG_P_L,-2.0
104394,26215.0,Sølensjøen,Innsjø,2019-10-07,Arsen,Authorised,"0,02",0.053,UG_P_L,-0.1
104394,26215.0,Sølensjøen,Innsjø,2019-10-07,Kobber,Authorised,"0,05",0.05,UG_P_L,-0.2
104394,26215.0,Sølensjøen,Innsjø,2019-10-07,Krom,Authorised,"0,05",0.076,UG_P_L,0.1
104394,26215.0,Sølensjøen,Innsjø,2019-10-07,Nikkel,Authorised,"0,05",0.16,UG_P_L,0.2
104394,26215.0,Sølensjøen,Innsjø,2019-10-07,Sink,Authorised,"0,2",0.44,UG_P_L,0.9
104395,37924.0,Arasjøen,Innsjø,2019-10-24,Aluminium,Authorised,1,95.0,UG_P_L,0.0
104388,26212.0,Byringtjørna,Innsjø,2019-10-24,Krom,Authorised,"0,05",0.068,UG_P_L,-0.1
104388,26212.0,Byringtjørna,Innsjø,2019-10-24,Nikkel,Authorised,"0,05",0.05,UG_P_L,0.2
104388,26212.0,Byringtjørna,Innsjø,2019-10-24,Sink,Authorised,"0,2",0.5,UG_P_L,0.6
104388,26212.0,Byringtjørna,Innsjø,2019-10-24,Bly,Authorised,"0,01",0.041,UG_P_L,0.1
104388,26212.0,Byringtjørna,Innsjø,2019-10-24,Aluminium,Authorised,1,39.0,UG_P_L,-1.0
104388,26212.0,Byringtjørna,Innsjø,2019-10-24,Kobber,Authorised,"0,05",0.14,UG_P_L,0.3
104389,26211.0,Langtjørna,Innsjø,2019-10-24,Bly,Authorised,"0,01",0.01,UG_P_L,0.060000000000000005
104389,26211.0,Langtjørna,Innsjø,2019-10-24,Aluminium,Authorised,1,4.7,UG_P_L,0.0
104389,26211.0,Langtjørna,Innsjø,2019-10-24,Arsen,Authorised,"0,02",0.06,UG_P_L,-0.1
104389,26211.0,Langtjørna,Innsjø,2019-10-24,Kobber,Authorised,"0,05",0.079,UG_P_L,-0.2
104389,26211.0,Langtjørna,Innsjø,2019-10-24,Krom,Authorised,"0,05",0.05,UG_P_L,-0.1
104389,26211.0,Langtjørna,Innsjø,2019-10-24,Nikkel,Authorised,"0,05",0.05,UG_P_L,0.2
104389,26211.0,Langtjørna,Innsjø,2019-10-24,Sink,Authorised,"0,2",0.23,UG_P_L,-0.3
104390,26216.0,Storsjøen,Innsjø,2019-10-24,Bly,Authorised,"0,01",0.01,UG_P_L,0.04
104390,26216.0,Storsjøen,Innsjø,2019-10-24,Aluminium,Authorised,1,16.0,UG_P_L,-1.0
104390,26216.0,Storsjøen,Innsjø,2019-10-24,Kobber,Authorised,"0,05",2.2,UG_P_L,2.2
104390,26216.0,Storsjøen,Innsjø,2019-10-24,Krom,Authorised,"0,05",0.087,UG_P_L,-0.1
104390,26216.0,Storsjøen,Innsjø,2019-10-24,Nikkel,Authorised,"0,05",0.55,UG_P_L,0.6
104390,26216.0,Storsjøen,Innsjø,2019-10-24,Sink,Authorised,"0,2",3.3,UG_P_L,4.8999999999999995
104391,26213.0,Stortjørna,Innsjø,2019-10-07,Bly,Authorised,"0,01",0.13,UG_P_L,0.12000000000000001
104391,26213.0,Stortjørna,Innsjø,2019-10-07,Aluminium,Authorised,1,150.0,UG_P_L,2.0
104391,26213.0,Stortjørna,Innsjø,2019-10-07,Arsen,Authorised,"0,02",0.089,UG_P_L,-0.1
104391,26213.0,Stortjørna,Innsjø,2019-10-07,Kobber,Authorised,"0,05",0.23,UG_P_L,0.2
104391,26213.0,Stortjørna,Innsjø,2019-10-07,Krom,Authorised,"0,05",0.12,UG_P_L,0.1
104391,26213.0,Stortjørna,Innsjø,2019-10-07,Nikkel,Authorised,"0,05",0.17,UG_P_L,0.2
104391,26213.0,Stortjørna,Innsjø,2019-10-07,Sink,Authorised,"0,2",0.94,UG_P_L,0.9
104396,26190.0,Kinnlitjernet,Innsjø,2019-10-23,Bly,Authorised,"0,01",0.01,UG_P_L,0.12000000000000001
104396,26190.0,Kinnlitjernet,Innsjø,2019-10-23,Aluminium,Authorised,1,2.5,UG_P_L,3.0
104396,26190.0,Kinnlitjernet,Innsjø,2019-10-23,Arsen,Authorised,"0,02",0.2,UG_P_L,-0.1
104396,26190.0,Kinnlitjernet,Innsjø,2019-10-23,Kobber,Authorised,"0,05",0.22,UG_P_L,-0.2
104396,26190.0,Kinnlitjernet,Innsjø,2019-10-23,Krom,Authorised,"0,05",0.055,UG_P_L,-0.1
104396,26190.0,Kinnlitjernet,Innsjø,2019-10-23,Nikkel,Authorised,"0,05",0.45,UG_P_L,0.1
104396,26190.0,Kinnlitjernet,Innsjø,2019-10-23,Sink,Authorised,"0,2",0.24,UG_P_L,0.8
