station_id,station_name,lat,lon,year,Alkalitet,Aluminium,"Aluminium,ikkelabil","Aluminium,reaktivt",Ammonium,Arsen,Bly,Ca/Mg,Fluorid,Kalium,Kalsium,Klorid,Kobber,Konduktivitet,Krom,Magnesium,Natrium,Nikkel,Nitritt+nitrat,Sink,Sulfat,Totalfosfor,Totalnitrogen,Totalorganiskkarbon(TOC),pH,utm_north,utm_east,utm_zone
26552.0,Kleggadalsvatn,59.16,6.682,1995,0.035,,10.0,29.0,,,,2.6,40.0,0.06,0.26,1.1,,0.8,,0.1,0.68,,91.0,,0.8,1.0,126.0,0.4,5.52,6587544.1626855275,25127.10742332856,33
26552.0,Kleggadalsvatn,59.16,6.682,2019,0.049,,10.0,15.0,,,,2.1111111111111107,13.0,0.035,0.38,1.71,,0.98,,0.18,1.17,,26.0,,0.4,2.0,48.0,0.84,5.77,6587544.1626855275,25127.10742332856,33
26553.0,Oalandstjørna,58.904,6.183,1995,0.057999999999999996,,69.0,73.0,23.0,,,1.6779661016949152,40.0,0.49,0.99,5.9,,3.24,,0.59,3.38,,155.0,,2.4,7.0,310.0,2.9,6.15,6562870.113822826,-7025.721830808674,33
26553.0,Oalandstjørna,58.904,6.183,2019,0.08900000000000001,,53.0,65.0,16.0,,,2.375,13.0,0.35,1.52,5.91,,3.31,,0.64,3.84,,141.0,,1.3,7.0,240.0,3.5,6.3,6562870.113822826,-7025.721830808674,33
26554.0,HOH 1061,59.17357856,6.8131895,1995,0.032,,10.0,20.0,,,,3.714285714285714,40.0,0.06,0.26,0.6,,0.66,,0.07,0.45,,96.0,,0.8,1.0,119.0,0.22,5.45,6588119.194016061,32777.89279784955,33
26554.0,HOH 1061,59.17357856,6.8131895,2019,0.042,,5.0,15.0,,,,1.5384615384615383,9.0,0.024,0.2,1.25,,0.79,,0.13,0.87,,6.0,,0.31,2.0,45.0,0.69,5.52,6588119.194016061,32777.89279784955,33
26555.0,Søre Erevikvatnet,58.926,6.065,1995,0.122,,19.0,25.0,59.0,,,2.596638655462185,50.0,1.11,3.09,11.8,,6.77,,1.19,6.64,,460.0,,4.9,6.0,680.0,2.7,6.7,6566209.712539718,-13457.557917070575,33
26555.0,Søre Erevikvatnet,58.926,6.065,2019,0.16699999999999998,,5.0,14.0,36.0,,,3.7216494845360826,36.0,0.93,3.61,10.8,,6.44,,0.97,6.76,,420.0,,2.79,6.0,600.0,3.2,6.86,6566209.712539718,-13457.557917070575,33
26556.0,Troppevatnet,59.005,6.178,1995,0.03,,32.0,75.0,,,,1.225,40.0,0.13,0.49,5.3,,2.78,,0.4,3.16,,106.0,,2.1,1.0,195.0,1.5,5.22,6574091.469859797,-5825.114423103747,33
26556.0,Troppevatnet,59.005,6.178,2019,0.05,,53.0,65.0,,,,1.3888888888888888,14.0,0.12,0.5,4.99,,2.42,,0.36,3.16,,81.0,,0.88,1.0,140.0,2.4,5.52,6574091.469859797,-5825.114423103747,33
26557.0,HOH 1029,59.155,6.719,1995,0.026000000000000002,,10.0,53.0,,,,1.2777777777777781,40.0,0.08,0.23,2.4,,1.49,,0.18,1.37,,135.0,,1.1,1.0,160.0,0.21,5.08,6586726.496326119,27163.122823668527,33
26557.0,HOH 1029,59.155,6.719,2019,0.043,,7.0,10.0,,,,1.4,6.0,0.048,0.21,1.72,,1.01,,0.15,1.19,,58.0,,0.38,4.0,90.0,0.56,5.55,6586726.496326119,27163.122823668527,33
26558.0,Vongsatjørnane,59.076,6.407,1995,0.03,,5.0,59.0,,,,1.1034482758620692,40.0,0.14,0.32,3.7,,2.03,,0.29,2.15,,165.0,,1.6,1.0,185.0,0.38,5.25,6580237.564928578,8276.518377013388,33
26558.0,Vongsatjørnane,59.076,6.407,2019,0.047,,6.0,15.0,,,,1.3076923076923077,12.0,0.092,0.34,3.25,,1.68,,0.26,2.2,,105.0,,0.7,1.0,120.0,0.53,5.68,6580237.564928578,8276.518377013388,33
26559.0,Rundatjørna,59.063,6.374,1995,0.032,,32.0,75.0,,,,1.1428571428571428,40.0,0.21,0.32,4.0,,2.06,,0.28,2.31,,50.0,,1.5,1.0,116.0,1.3,5.25,6579042.189749792,6207.589954964933,33
26559.0,Rundatjørna,59.063,6.374,2019,0.05,,38.0,56.0,,,,1.3793103448275863,13.0,0.11,0.4,3.91,,1.94,,0.29,2.6,,36.0,,0.66,1.0,79.0,1.7,5.71,6579042.189749792,6207.589954964933,33
26560.0,Svartavatnet,58.973,6.415,1995,,,,,,,,1.1052631578947367,40.0,0.09,0.21,2.8,,,,0.19,1.48,,,,1.1,1.0,,,,6568770.421934009,7256.0194261017605,33
26560.0,Svartavatnet,58.973,6.415,2019,,,,,,,,2.136363636363636,9.0,0.048,0.47,2.41,,,,0.22,1.69,,,,0.42,1.0,,,,6568770.421934009,7256.0194261017605,33
26561.0,Haukalivatnet,58.918,6.164,1995,0.044000000000000004,,17.0,19.0,19.0,,,1.5081967213114755,40.0,0.33,0.92,6.5,,3.26,,0.61,4.23,,170.0,,2.5,3.0,250.0,1.2,6.03,6564564.998950247,-7907.868281413685,33
26561.0,Haukalivatnet,58.918,6.164,2019,0.066,,25.0,27.0,8.0,,,2.0961538461538463,15.0,0.27,1.09,6.16,,3.1,,0.52,3.88,,190.0,,1.2,2.0,240.0,1.6,6.19,6564564.998950247,-7907.868281413685,33
26562.0,Vostervatnet,59.096,5.977,1995,0.157,,11.0,10.0,42.0,,,3.254237288135593,60.0,1.59,3.84,10.4,,6.58,,1.18,6.01,,505.0,,4.7,9.0,685.0,2.7,6.88,6585709.623298087,-15933.075148717326,33
26562.0,Vostervatnet,59.096,5.977,2019,0.18600000000000003,,5.0,9.0,4.0,,,4.127450980392156,48.0,1.28,4.21,9.95,,6.43,,1.02,6.0,,470.0,,2.74,9.0,640.0,3.2,7.02,6585709.623298087,-15933.075148717326,33
26563.0,HOH 920,59.17810763,6.52375562,1995,0.024,,11.0,62.0,,,,1.0,40.0,0.09,0.27,3.9,,2.04,,0.27,1.99,,50.0,,1.1,1.0,101.0,0.78,4.97,6590690.995205625,16381.007751149475,33
26563.0,HOH 920,59.17810763,6.52375562,2019,0.055999999999999994,,13.0,16.0,,,,1.947368421052632,8.0,0.031,0.37,2.07,,1.09,,0.19,1.32,,8.0,,0.57,1.0,41.0,0.99,5.8,6590690.995205625,16381.007751149475,33
26564.0,Eikelivatnet,59.255,6.338,1995,0.052000000000000005,,32.0,38.0,,,,1.86,40.0,0.25,0.93,6.3,,3.13,,0.5,3.89,,55.0,,2.3,1.0,140.0,1.5,6.15,6600572.768402824,6935.486019446165,33
26564.0,Eikelivatnet,59.255,6.338,2019,0.055999999999999994,,44.0,48.0,,,,1.8947368421052633,11.0,0.22,0.72,5.14,,2.6,,0.38,3.33,,27.0,,1.07,2.0,86.0,2.2,5.91,6600572.768402824,6935.486019446165,33
26565.0,HOH 1080,59.312,6.735,1995,0.03,,10.0,10.0,,,,1.8333333333333333,40.0,0.02,0.11,0.9,,0.65,,0.06,0.49,,60.0,,0.5,1.0,95.0,0.2,5.28,6604008.060689936,30244.89175332646,33
26565.0,HOH 1080,59.312,6.735,2019,0.039,,5.0,6.0,,,,1.4999999999999998,7.0,0.027000000000000003,0.21,1.61,,0.92,,0.14,1.07,,11.0,,0.33,3.0,46.0,0.54,5.47,6604008.060689936,30244.89175332646,33
26566.0,Heimra Svartavatnet,59.34,6.537,1995,0.048,,32.0,40.0,,,,3.08,40.0,0.12,0.77,3.1,,1.76,,0.25,1.92,,101.0,,1.5,2.0,170.0,1.2,6.09,6608527.499622759,19427.36867677071,33
26566.0,Heimra Svartavatnet,59.34,6.537,2019,0.059000000000000004,,26.0,26.0,,,,3.2173913043478257,25.0,0.11,0.74,2.55,,1.58,,0.23,1.76,,63.0,,0.58,1.0,110.0,1.6,6.1,6608527.499622759,19427.36867677071,33
26568.0,HOH 1111,59.222,6.815,1995,0.028999999999999998,,10.0,15.0,,,,2.0,40.0,0.03,0.1,0.7,,0.65,,0.05,0.38,,82.0,,0.5,1.0,107.0,0.2,5.17,6593472.009415502,33543.775443360384,33
26568.0,HOH 1111,59.222,6.815,2019,0.043,,5.0,8.0,,,,2.3,8.0,0.034,0.23,0.88,,0.66,,0.1,0.68,,53.0,,0.28,2.0,79.0,0.5,5.5,6593472.009415502,33543.775443360384,33
26569.0,Brokavatnet,59.075,6.237,1995,0.03,,22.0,64.0,,,,1.3870967741935485,40.0,0.16,0.43,4.4,,2.3,,0.31,2.51,,134.0,,1.6,1.0,190.0,1.3,5.26,6581395.858925088,-1430.2363549447036,33
26569.0,Brokavatnet,59.075,6.237,2019,0.092,,20.0,31.0,,,,1.5,18.0,0.1,0.45,4.14,,2.04,,0.3,2.65,,97.0,,0.71,1.0,130.0,1.3,6.14,6581395.858925088,-1430.2363549447036,33
26570.0,Ø.Tysdalsvatn,59.169,6.356,1995,0.042,,17.0,21.0,5.0,,,2.4571428571428573,40.0,0.16,0.86,4.2,,2.3,,0.35,2.48,,132.0,,1.8,1.0,160.0,1.0,6.13,6590915.147645041,6712.50324006594,33
26570.0,Ø.Tysdalsvatn,59.169,6.356,2019,0.07200000000000001,,15.0,20.0,11.0,,,3.2333333333333334,18.0,0.12,0.97,3.37,,1.96,,0.3,2.29,,79.0,,0.77,1.0,110.0,1.3,6.15,6590915.147645041,6712.50324006594,33
26571.0,HOH 1250,59.558,6.917,1995,0.035,,10.0,10.0,,,,4.199999999999998,40.0,0.04,0.21,0.6,,0.52,,0.05,0.36,,72.0,,0.5,2.0,101.0,0.22,5.62,6629995.8627575915,43889.22885254334,33
26571.0,HOH 1250,59.558,6.917,2019,0.052000000000000005,,5.0,6.0,,,,4.698795180722891,4.0,0.039,0.39,0.71,,0.57,,0.083,0.6,,15.0,,0.27,1.0,39.0,0.64,5.81,6629995.8627575915,43889.22885254334,33
26572.0,Leirdålsvatna,59.495,6.959,1995,0.032,,10.0,40.0,,,,2.8999999999999995,40.0,0.05,0.29,1.2,,0.88,,0.1,0.69,,116.0,,0.8,1.0,135.0,0.2,5.43,6622725.534122816,45401.45683629846,33
26572.0,Leirdålsvatna,59.495,6.959,2019,0.047,,5.0,6.0,,,,4.5,23.0,0.044000000000000004,0.45,0.79,,0.67,,0.1,0.64,,37.0,,0.46,1.0,55.0,0.38,5.8,6622725.534122816,45401.45683629846,33
26573.0,Heimsvatnet,59.446,6.301,1995,0.033,,41.0,60.0,10.0,,,2.103448275862069,40.0,0.14,0.61,3.2,,1.96,,0.29,1.91,,58.0,,2.0,2.0,155.0,2.3,5.44,6621998.383380691,7621.181975449028,33
26573.0,Heimsvatnet,59.446,6.301,2019,0.049,,33.0,36.0,18.0,,,2.4615384615384617,9.0,0.1,0.64,2.58,,1.71,,0.26,1.83,,66.0,,0.96,2.0,140.0,2.2,5.69,6621998.383380691,7621.181975449028,33
26575.0,Breiborgvatnet,59.724,6.566,1995,0.036000000000000004,,10.0,18.0,,,,3.4,40.0,0.1,0.34,0.9,,0.78,,0.1,0.61,,110.0,,1.0,1.0,141.0,0.3,5.77,6650852.967425127,26504.330518206407,33
26575.0,Breiborgvatnet,59.724,6.566,2019,0.057999999999999996,,10.0,15.0,,,,4.0,9.0,0.14,0.6,1.16,,0.88,,0.15,0.86,,34.0,,0.46,1.0,63.0,1.0,6.19,6650852.967425127,26504.330518206407,33
26576.0,Løyndardalsvatnet,59.752,6.365,1995,0.032,,11.0,35.0,,,,1.4375,40.0,0.15,0.23,1.8,,1.22,,0.16,0.96,,92.0,,0.9,2.0,131.0,0.38,5.23,6655410.568714952,15668.658159948769,33
26576.0,Løyndardalsvatnet,59.752,6.365,2019,0.052000000000000005,,8.0,13.0,,,,2.176470588235294,3.0,0.12,0.37,1.64,,0.9,,0.17,0.98,,19.0,,0.32,2.0,30.0,0.65,5.85,6655410.568714952,15668.658159948769,33
26577.0,Søre Dyrskardsvatnet,59.827,6.599,1995,0.03,,10.0,21.0,,,,2.0,40.0,0.08,0.2,1.0,,0.93,,0.1,0.61,,102.0,,0.8,2.0,128.0,0.2,5.19,6662026.20994771,29806.294776683615,33
26577.0,Søre Dyrskardsvatnet,59.827,6.599,2019,0.043,,5.0,5.0,,,,3.947368421052632,2.0,0.069,0.3,0.62,,0.56,,0.076,0.55,,47.0,,0.39,1.0,63.0,0.36,5.67,6662026.20994771,29806.294776683615,33
26578.0,Førstadvatnet,59.706,6.562,1995,0.032,,10.0,42.0,,,,2.769230769230769,40.0,0.11,0.36,1.5,,1.07,,0.13,0.91,,170.0,,1.0,1.0,190.0,0.26,5.42,6648887.866928795,26025.17013752996,33
26578.0,Førstadvatnet,59.706,6.562,2019,0.055,,9.0,14.0,,,,5.153846153846153,11.0,0.11,0.67,0.98,,0.81,,0.13,0.75,,61.0,,0.43,2.0,88.0,0.92,6.09,6648887.866928795,26025.17013752996,33
26579.0,Bongsatjørna,59.421,5.438,1995,0.14300000000000002,,10.0,23.0,35.0,,,2.863387978142077,40.0,2.33,5.24,13.8,,10.3,,1.83,9.36,,495.0,,14.6,5.0,715.0,0.25,6.93,6625964.802264889,-41414.94086152001,33
26579.0,Bongsatjørna,59.421,5.438,2019,0.175,,24.0,37.0,36.0,,,4.878787878787879,39.0,1.57,4.83,10.9,,7.86,,0.99,8.1,,185.0,,8.0,8.0,350.0,4.0,6.84,6625964.802264889,-41414.94086152001,33
26580.0,Lauvskardvatnet,59.36,5.726,1995,0.07400000000000001,,63.0,64.0,35.0,,,3.413793103448276,50.0,0.42,1.98,7.8,,4.32,,0.58,4.79,,67.0,,3.4,3.0,245.0,3.5,6.64,6616896.701315352,-26127.378385140328,33
26580.0,Lauvskardvatnet,59.36,5.726,2019,0.099,,33.0,47.0,13.0,,,4.391304347826087,20.0,0.3,2.02,5.97,,3.42,,0.46,3.71,,72.0,,1.26,3.0,170.0,3.7,6.58,6616896.701315352,-26127.378385140328,33
26581.0,Ådnavatnet,59.36324898,5.43438775,1995,0.024,,32.0,106.0,14.0,,,0.7529411764705882,40.0,0.46,0.64,12.0,,5.74,,0.85,6.79,,73.0,,3.8,2.0,235.0,2.5,5.03,6619606.989889083,-42544.97600711009,33
26581.0,Ådnavatnet,59.36324898,5.43438775,2019,0.051,,34.0,67.0,33.0,,,0.8360655737704918,18.0,0.24,0.51,8.47,,3.84,,0.61,5.11,,39.0,,1.36,3.0,190.0,4.2,5.72,6619606.989889083,-42544.97600711009,33
26582.0,Nordre Vadvatnet,59.316,5.444,1995,0.032,,96.0,129.0,14.0,,,1.6492537313432831,60.0,0.86,2.21,18.0,,8.58,,1.34,10.1,,62.0,,6.2,5.0,395.0,7.1,5.15,6614302.384044271,-42759.053965050145,33
26582.0,Nordre Vadvatnet,59.316,5.444,2019,0.226,,5.0,18.0,8.0,,,5.785046728971963,71.0,1.21,6.19,24.6,,12.2,,1.07,14.5,,40.0,,6.02,5.0,230.0,4.5,7.08,6614302.384044271,-42759.053965050145,33
26583.0,Gåsavatnet,59.379,5.577,1995,0.01,,120.0,187.0,17.0,,,0.9054054054054056,40.0,0.36,0.67,10.9,,5.78,,0.74,6.32,,119.0,,3.4,3.0,390.0,7.6,4.65,6620190.654142332,-34243.30434684362,33
26583.0,Gåsavatnet,59.379,5.577,2019,0.034,,75.0,140.0,20.0,,,1.0384615384615383,18.0,0.19,0.54,7.79,,3.98,,0.52,4.61,,74.0,,1.05,4.0,250.0,9.7,4.95,6620190.654142332,-34243.30434684362,33
26584.0,Steinsvatnet,59.304,5.358,1995,0.128,,23.0,21.0,17.0,,,3.1550387596899228,90.0,1.08,4.07,16.3,,8.91,,1.29,8.1,,67.0,,6.9,5.0,315.0,4.1,6.93,6613682.466273299,-47815.18554669246,33
26584.0,Steinsvatnet,59.304,5.358,2019,0.17300000000000001,,5.0,15.0,9.0,,,4.388235294117648,61.0,0.62,3.73,10.4,,5.95,,0.85,6.22,,16.0,,2.19,6.0,220.0,4.4,7.0,6613682.466273299,-47815.18554669246,33
26585.0,Heiavatnet,59.272,5.228,1995,0.187,,13.0,12.0,7.0,,,2.29957805907173,60.0,1.68,5.45,28.0,,13.8,,2.37,14.1,,245.0,,7.7,10.0,610.0,5.3,7.16,6611225.520957313,-55690.48780856037,33
26585.0,Heiavatnet,59.272,5.228,2019,0.406,,5.0,7.0,12.0,,,4.551912568306012,44.0,1.57,8.33,19.5,,12.0,,1.83,11.9,,97.0,,4.12,15.0,410.0,5.9,7.28,6611225.520957313,-55690.48780856037,33
26586.0,Gjerdesdalsvatnet,59.50483565,5.77354225,1995,0.066,,11.0,12.0,24.0,,,2.3698630136986303,40.0,0.41,1.73,7.1,,3.98,,0.73,3.57,,275.0,,3.3,6.0,385.0,1.1,6.48,6632546.942861752,-21200.06505087897,33
26586.0,Gjerdesdalsvatnet,59.50483565,5.77354225,2019,0.079,,5.0,10.0,16.0,,,2.565217391304348,12.0,0.29,1.77,6.31,,3.61,,0.69,3.75,,315.0,,1.8,5.0,380.0,1.4,6.46,6632546.942861752,-21200.06505087897,33
26587.0,Fjellgardsvatnet,59.5648292,6.02989187,1995,0.038,,21.0,35.0,16.0,,,1.9696969696969695,40.0,0.19,0.65,3.3,,2.0,,0.33,1.97,,119.0,,1.9,2.0,185.0,1.2,5.7,6637197.496654196,-5874.471795641817,33
26587.0,Fjellgardsvatnet,59.5648292,6.02989187,2019,0.057999999999999996,,14.0,24.0,8.0,,,2.5161290322580645,5.0,0.14,0.78,2.66,,1.64,,0.31,1.68,,83.0,,0.88,2.0,120.0,1.4,6.19,6637197.496654196,-5874.471795641817,33
26588.0,Storavatnet,60.232,5.3,1995,0.068,,73.0,78.0,23.0,,,2.126436781609196,50.0,0.76,1.85,14.8,,6.89,,0.87,8.59,,200.0,,3.9,16.0,390.0,4.7,6.18,6716770.265562001,-35941.630959999515,33
26588.0,Storavatnet,60.232,5.3,2019,0.13,,55.0,64.0,2.0,,,3.5421686746987957,38.0,0.58,2.94,15.7,,7.52,,0.83,9.93,,112.0,,2.06,10.0,280.0,6.2,6.69,6716770.265562001,-35941.630959999515,33
26589.0,Stemmevatnet,60.443,5.444,1995,0.03,,37.0,33.0,10.0,,,1.0,40.0,0.15,0.35,4.9,,2.53,,0.35,2.9,,60.0,,1.9,1.0,149.0,1.8,5.23,6738935.6008417355,-24610.55986355222,33
26589.0,Stemmevatnet,60.443,5.444,2019,0.057,,34.0,42.0,21.0,,,1.5952380952380951,3.0,0.086,0.67,5.17,,2.49,,0.42,3.39,,16.0,,0.81,2.0,110.0,2.1,6.08,6738935.6008417355,-24610.55986355222,33
26590.0,Vierdalsvatnet (Skålnesv.),59.814,6.295,1995,0.045,,17.0,25.0,,,,4.4117647058823515,40.0,0.1,0.75,2.2,,1.33,,0.17,1.14,,68.0,,1.1,1.0,102.0,0.59,5.98,6662790.677513832,12665.6959777585,33
26590.0,Vierdalsvatnet (Skålnesv.),59.814,6.295,2019,0.07,,9.0,17.0,,,,6.611111111111112,36.0,0.063,1.19,1.86,,1.33,,0.18,1.11,,14.0,,0.6,1.0,25.0,0.78,6.42,6662790.677513832,12665.6959777585,33
26591.0,HOH 914,59.82912787,6.49152186,1995,0.026000000000000002,28.0,10.0,38.0,,,2.48,1.4615384615384617,40.0,0.06,0.19,1.5,,1.21,,0.13,0.82,,119.0,1.6,0.8,1.0,143.0,0.36,5.03,6663032.061676747,23843.35684197111,33
26591.0,HOH 914,59.82912787,6.49152186,2019,0.045,16.0,5.0,9.0,,,0.11,3.1818181818181817,5.0,0.044000000000000004,0.35,1.59,,0.88,,0.11,0.97,,1.0,1.2,0.29,2.0,29.0,0.54,5.71,6663032.061676747,23843.35684197111,33
26592.0,Krossvikevatnet,59.54,5.428,1995,0.068,,66.0,61.0,,,,2.409090909090909,40.0,0.66,2.12,12.3,,5.92,,0.88,6.81,,71.0,,3.8,3.0,330.0,5.6,6.1,6639207.722904009,-40066.61446192989,33
26592.0,Krossvikevatnet,59.54,5.428,2019,0.09699999999999999,,45.0,46.0,,,,2.676470588235294,12.0,0.31,1.82,10.9,,5.1,,0.68,6.84,,18.0,,1.34,4.0,220.0,6.8,6.4,6639207.722904009,-40066.61446192989,33
26593.0,Mannavatnet,59.545,5.372,1995,0.257,,19.0,17.0,47.0,,,4.999999999999999,60.0,1.77,6.6,13.2,,9.24,,1.32,7.2,,220.0,,7.3,19.0,630.0,5.9,6.87,6640219.177314386,-43130.71518204408,33
26593.0,Mannavatnet,59.545,5.372,2019,0.313,,5.0,13.0,3.0,,,6.6756756756756745,51.0,1.28,7.41,12.6,,9.52,,1.11,8.57,,58.0,,5.94,13.0,320.0,6.6,7.12,6640219.177314386,-43130.71518204408,33
26594.0,Storavatnet,59.604,5.346,1995,0.086,,21.0,23.0,,,,2.1982758620689653,40.0,1.06,2.55,13.7,,7.07,,1.16,7.41,,235.0,,4.9,7.0,465.0,3.6,6.49,6646957.26875491,-43633.560295053874,33
26594.0,Storavatnet,59.604,5.346,2019,0.127,,21.0,30.0,,,,2.864583333333333,21.0,0.76,2.75,12.1,,6.31,,0.96,7.28,,146.0,,2.53,6.0,310.0,5.4,6.77,6646957.26875491,-43633.560295053874,33
26595.0,Grindavatnet,59.787,5.191,1995,0.052000000000000005,,89.0,101.0,,,,1.5258620689655171,40.0,0.61,1.77,15.2,,7.29,,1.16,8.85,,89.0,,5.3,5.0,375.0,6.2,5.71,6668473.271042393,-49300.04449939891,33
26595.0,Grindavatnet,59.787,5.191,2019,0.098,,58.0,64.0,,,,2.054054054054053,2.0,0.79,2.28,14.2,,6.66,,1.11,8.07,,42.0,,2.4,9.0,260.0,7.1,6.35,6668473.271042393,-49300.04449939891,33
26596.0,Stemmevatnet,59.68178266,5.19680791,1995,0.172,,68.0,68.0,,,,2.8376623376623376,40.0,0.48,4.37,20.1,,10.2,,1.54,11.4,,60.0,,4.9,4.0,375.0,9.2,6.77,6656792.9552916065,-50712.329740481684,33
26596.0,Stemmevatnet,59.68178266,5.19680791,2019,0.207,,40.0,44.0,,,,3.414814814814815,12.0,0.33,4.61,18.7,,9.39,,1.35,11.3,,31.0,,2.11,4.0,220.0,9.7,7.03,6656792.9552916065,-50712.329740481684,33
26598.0,Øvre Vermedalsvatn,59.97748149,5.55817097,1995,0.053,,66.0,73.0,,,,2.1071428571428568,40.0,0.36,1.18,6.4,,3.54,,0.56,3.69,,115.0,,2.7,5.0,260.0,4.1,5.92,6686542.365508714,-25803.064600666403,33
26598.0,Øvre Vermedalsvatn,59.97748149,5.55817097,2019,0.071,,45.0,54.0,,,,2.1,11.0,0.26,1.26,7.31,,3.64,,0.6,4.46,,124.0,,1.1,6.0,220.0,4.0,6.08,6686542.365508714,-25803.064600666403,33
26599.0,Skartveitvatnet,59.976,5.597,1995,0.038,,59.0,65.0,,,,1.5208333333333333,40.0,0.28,0.73,5.3,,2.91,,0.48,3.28,,60.0,,2.2,6.0,210.0,3.6,5.44,6686069.214455858,-23674.08286679769,33
26599.0,Skartveitvatnet,59.976,5.597,2019,0.066,,43.0,52.0,,,,2.0869565217391304,8.0,0.17,0.96,5.05,,2.64,,0.46,3.23,,36.0,,0.9,4.0,130.0,3.9,6.05,6686069.214455858,-23674.08286679769,33
26600.0,Hammarsvatnet,60.127,6.197,1995,0.092,,23.0,25.0,,,,5.90625,40.0,0.28,1.89,3.7,,2.5,,0.32,2.16,,46.0,,1.3,3.0,205.0,4.2,6.52,6698168.819720284,11846.651330905617,33
26600.0,Hammarsvatnet,60.127,6.197,2019,0.11599999999999999,,11.0,15.0,,,,9.153846153846152,8.0,0.14,2.38,2.94,,2.33,,0.26,1.91,,14.0,,0.51,4.0,110.0,3.6,6.73,6698168.819720284,11846.651330905617,33
26601.0,HOH 1051,59.945,6.181,1995,0.024,9.0,10.0,19.0,,1.137,3.22,1.0588235294117645,40.0,0.08,0.18,1.9,3.1,1.43,1.9,0.17,1.14,0.5,132.0,2.2,0.8,1.0,155.0,0.2,4.97,6678139.959895513,8254.893108080723,33
26601.0,HOH 1051,59.945,6.181,2019,0.042,13.0,5.0,5.0,,0.036000000000000004,0.16,1.3076923076923077,3.0,0.045,0.17,1.37,0.057,0.86,0.05,0.13,0.95,0.05,54.0,0.41,0.31,1.0,72.0,0.26,5.44,6678139.959895513,8254.893108080723,33
26602.0,Mannsvatnet,59.922,5.94,1995,0.035,,28.0,38.0,,,,1.681818181818182,40.0,0.16,0.37,2.4,,1.48,,0.22,1.55,,40.0,,1.2,2.0,111.0,1.5,5.48,6677416.676673325,-5478.653444218973,33
26602.0,Mannsvatnet,59.922,5.94,2019,0.057,,26.0,33.0,,,,2.0,6.0,0.091,0.46,2.32,,1.35,,0.23,1.68,,28.0,,0.48,4.0,70.0,1.9,5.95,6677416.676673325,-5478.653444218973,33
26603.0,Insta Bukkaspelvatnet,60.15,6.393,1995,0.028999999999999998,0.0,10.0,10.0,,,0.28,1.3333333333333337,40.0,0.06,0.16,1.5,0.7,0.99,1.4,0.12,0.88,,71.0,1.8,0.5,1.0,92.0,0.21,5.31,6699278.202010701,23007.575905790785,33
26603.0,Insta Bukkaspelvatnet,60.15,6.393,2019,0.044000000000000004,11.0,5.0,5.0,,,0.081,1.6666666666666667,2.0,0.044000000000000004,0.2,1.18,0.05,0.73,0.05,0.12,0.86,,20.0,0.39,0.26,1.0,44.0,0.32,5.61,6699278.202010701,23007.575905790785,33
26604.0,Tveitedalsvatnet,60.076,6.215,1995,0.027999999999999997,,19.0,38.0,,,,1.6666666666666667,40.0,0.07,0.2,1.5,,1.13,,0.12,0.99,,67.0,,0.8,1.0,102.0,1.2,5.21,6692389.500355163,12084.40150050621,33
26604.0,Tveitedalsvatnet,60.076,6.215,2019,0.043,,5.0,5.0,,,,2.166666666666667,5.0,0.052000000000000005,0.26,1.37,,0.84,,0.12,1.01,,37.0,,0.41,1.0,45.0,0.27,5.75,6692389.500355163,12084.40150050621,33
26606.0,HOH 1367,60.02861249,6.82272231,1995,0.032,,10.0,17.0,,,,3.333333333333333,40.0,0.02,0.1,0.4,,0.49,,0.03,0.25,,77.0,,0.3,1.0,92.0,0.2,5.3,6682792.690870427,45062.50702492648,33
26606.0,HOH 1367,60.02861249,6.82272231,2019,0.046,,5.0,5.0,,,,4.901960784313727,2.0,0.048,0.25,0.41,,0.37,,0.051,0.33,,9.0,,0.2,2.0,19.0,0.4,5.81,6682792.690870427,45062.50702492648,33
26607.0,HOH 1263,59.97885626,7.06228357,1995,0.044000000000000004,0.0,10.0,10.0,,,0.09000000000000001,6.571428571428571,40.0,0.1,0.46,0.3,,0.58,1.2,0.07,0.31,0.4,110.0,1.1,0.9,9.0,110.0,0.55,5.79,6675649.1541641345,57680.60825758311,33
26607.0,HOH 1263,59.97885626,7.06228357,2019,0.059000000000000004,3.6,5.0,5.0,,,0.038,8.2,8.0,0.049,0.82,0.44,,0.77,0.05,0.1,0.43,0.05,65.0,0.2,0.75,1.0,84.0,0.16,6.29,6675649.1541641345,57680.60825758311,33
26608.0,Litlavatn,59.885,6.849,1995,0.033,2.0,10.0,12.0,,,0.27,5.0,40.0,0.04,0.15,0.3,,0.44,1.2,0.03,0.2,0.4,72.0,1.4,0.5,1.0,92.0,0.2,5.38,6666699.261767711,44546.516740150924,33
26608.0,Litlavatn,59.885,6.849,2019,0.047,30.0,8.0,13.0,,,0.069,2.8125,5.0,0.047,0.27,0.97,,0.67,0.05,0.096,0.67,0.15,2.0,0.92,0.41,1.0,26.0,0.5,5.8,6666699.261767711,44546.516740150924,33
26609.0,HOH 1166,59.999,6.488,1995,0.046,0.0,10.0,10.0,,1.9040000000000001,4.51,5.1428571428571415,40.0,0.12,0.72,1.0,1.6,1.01,0.5,0.14,0.68,0.2,106.0,2.0,1.2,2.0,131.0,0.3,6.03,6681870.766775102,26083.361783506465,33
