station_id,station_name,lat,lon,year,Alkalitet,Aluminium,"Aluminium,ikkelabil","Aluminium,reaktivt",Ammonium,Arsen,Bly,Ca/Mg,Fluorid,Kalium,Kalsium,Klorid,Kobber,Konduktivitet,Krom,Magnesium,Natrium,Nikkel,Nitritt+nitrat,Sink,Sulfat,Totalfosfor,Totalnitrogen,Totalorganiskkarbon(TOC),pH,utm_north,utm_east,utm_zone
26070.0,Langtjern,59.80864254,11.85027432,1995,0.042,,111.0,131.0,,,,3.45945945945946,40.0,0.14,1.28,1.9,,2.17,,0.37,1.45,,46.0,,3.0,10.0,385.0,11.7,5.39,6634299.000170827,323345.99979707226,33
26070.0,Langtjern,59.80864254,11.85027432,2019,0.054000000000000006,,130.0,150.0,,,,3.314285714285714,21.0,0.17,1.16,1.84,,2.04,,0.35,1.64,,16.0,,0.61,11.0,250.0,20.0,5.09,6634299.000170827,323345.99979707226,33
26071.0,Hokksjøen,59.0044234,11.56358634,1995,0.032,,141.0,202.0,,,,1.5671641791044777,40.0,0.37,1.05,6.2,,4.08,,0.67,4.15,,90.0,,4.8,10.0,485.0,10.0,5.03,6545619.999741997,302651.0003015938,33
26071.0,Hokksjøen,59.0044234,11.56358634,2019,0.03,,220.0,280.0,,,,1.4482758620689655,31.0,0.29,0.84,7.63,,4.98,,0.58,5.0,,48.0,,1.89,10.0,370.0,24.2,4.67,6545619.999741997,302651.0003015938,33
26072.0,Sætertjern,60.06022166,12.44671144,1995,0.049,,130.0,182.0,,,,2.648148148148148,180.0,0.31,1.43,1.5,,2.14,,0.54,1.34,,38.0,,3.0,8.0,385.0,12.1,5.49,6660862.999691226,357866.0000002743,33
26072.0,Sætertjern,60.06022166,12.44671144,2019,0.057,,130.0,200.0,,,,3.042553191489361,170.0,0.23,1.43,1.57,,2.11,,0.47,1.51,,19.0,,1.1,9.0,260.0,20.3,5.22,6660862.999691226,357866.0000002743,33
26073.0,Mjøgsjøen,60.32857753,11.8421862,1995,,,,,,,,,,,,,,,,,,,,,,11.0,,,,6692180.999517885,325659.00015276915,33
26073.0,Mjøgsjøen,60.32857753,11.8421862,2019,,,,,,,,,,,,,,,,,,,,,,10.0,,,,6692180.999517885,325659.00015276915,33
26074.0,Kottern,60.59072946,12.51700849,1995,0.052000000000000005,,115.0,134.0,28.0,,,3.428571428571429,60.0,0.2,1.2,0.8,,1.56,,0.35,1.01,,54.0,,2.6,11.0,265.0,9.3,5.77,6719770.000416376,364003.000014298,33
26074.0,Kottern,60.59072946,12.51700849,2019,0.039,,120.0,160.0,10.0,,,3.4444444444444438,51.0,0.26,0.93,0.72,,1.73,,0.27,1.0,,42.0,,0.78,11.0,240.0,16.8,4.96,6719770.000416376,364003.000014298,33
26075.0,Måsabutjørna,61.8222,11.1834,1995,,,10.0,10.0,,,,,,,,,,,,,,,,,,2.0,,,,6860277.158630322,299015.2803517418,33
26075.0,Måsabutjørna,61.8222,11.1834,2019,,,7.0,10.0,,,,,,,,,,,,,,,,,,3.0,,,,6860277.158630322,299015.2803517418,33
26076.0,HOH 1066,62.23615928,11.13619956,1995,0.035,,17.0,23.0,,,,4.428571428571427,40.0,0.03,0.31,0.2,,0.59,,0.07,0.26,,8.0,,0.2,7.0,600.0,7.4,5.23,6906481.000092154,299278.9997823657,33
26076.0,HOH 1066,62.23615928,11.13619956,2019,0.051,,8.0,9.0,,,,4.545454545454546,8.0,0.013000000000000001,0.5,0.15,,0.61,,0.11,0.31,,3.0,,0.042,12.0,480.0,8.0,5.46,6906481.000092154,299278.9997823657,33
26077.0,Brennvoltjørna,61.98456162,10.78499212,1995,,,32.0,46.0,,,,,,,,,,,,,,,,,,4.0,,,,6879633.999922919,279229.0000430817,33
26077.0,Brennvoltjørna,61.98456162,10.78499212,2019,,,39.0,45.0,,,,,,,,,,,,,,,,,,7.0,,,,6879633.999922919,279229.0000430817,33
26078.0,HOH 1374,62.32794163,9.07993605,1995,0.046,0.0,10.0,10.0,,,0.12999999999999998,7.75,40.0,0.23,0.31,0.4,0.5,0.48,,0.04,0.23,0.2,3.0,0.8,0.6,2.0,89.0,0.82,6.12,6924752.000159699,193572.00037896947,33
26078.0,HOH 1374,62.32794163,9.07993605,2019,0.062,12.0,5.0,5.0,,,0.015,3.066666666666667,33.0,0.29,0.46,0.34,0.18,0.62,,0.15,0.41,0.059000000000000004,1.0,0.2,0.55,2.0,49.0,0.96,6.2,6924752.000159699,193572.00037896947,33
26079.0,Kjelsungvatnet,62.24001032,9.14821579,1995,0.046,0.0,10.0,10.0,,,0.23,9.428571428571429,40.0,0.05,0.66,0.3,,0.75,0.1,0.07,0.29,0.2,79.0,1.6,1.5,3.0,108.0,0.2,6.19,6914662.999470919,196213.00006080198,33
26079.0,Kjelsungvatnet,62.24001032,9.14821579,2019,0.06,11.0,5.0,5.0,,,0.01,13.035714285714285,4.0,0.040999999999999995,0.73,0.18,,0.61,0.05,0.055999999999999994,0.44,0.05,94.0,0.2,0.64,1.0,120.0,0.38,6.15,6914662.999470919,196213.00006080198,33
26080.0,Nedre Søvertjørni,61.85860149,7.6852919,1995,,,10.0,10.0,,,,,,,,,,,,,,,,,,2.0,,,,6880102.998914209,115683.00185380015,33
26080.0,Nedre Søvertjørni,61.85860149,7.6852919,2019,,,5.0,5.0,,,,,,,,,,,,,,,,,,1.0,,,,6880102.998914209,115683.00185380015,33
26081.0,Liavatnet,61.849,7.752,1995,,,10.0,10.0,,,,,,,,,,,,,,,,,,2.0,,,,6878644.4748397935,119057.95093057351,33
26081.0,Liavatnet,61.849,7.752,2019,,,5.0,7.0,,,,,,,,,,,,,,,,,,1.0,,,,6878644.4748397935,119057.95093057351,33
26082.0,Skuggevatnet,61.59123063,7.99565965,1995,0.039,0.0,10.0,10.0,,,0.09000000000000001,6.333333333333334,40.0,0.07,0.19,0.2,0.6,0.34,,0.03,0.13,,26.0,0.7,0.4,2.0,66.0,0.21,6.0,6848640.998685331,128734.00121528265,33
26082.0,Skuggevatnet,61.59123063,7.99565965,2019,0.057999999999999996,13.0,5.0,5.0,,,0.016,11.09090909090909,4.0,0.09300000000000001,0.61,0.13,0.2,0.45,,0.055,0.2,,1.0,0.2,0.49,2.0,27.0,0.53,6.2,6848640.998685331,128734.00121528265,33
26083.0,Høgkampvatnet,61.06660673,9.81883005,1995,0.04,0.0,10.0,10.0,,,0.09000000000000001,3.4166666666666665,40.0,0.14,0.41,0.2,,0.63,0.1,0.12,0.2,0.2,6.0,1.1,1.6,3.0,78.0,0.71,5.79,6781275.00034123,220562.0003549442,33
26083.0,Høgkampvatnet,61.06660673,9.81883005,2019,0.06,7.8,5.0,5.0,,,0.04,5.125,6.0,0.092,0.82,0.12,,0.56,0.05,0.16,0.24,0.062,2.0,0.54,0.68,3.0,54.0,1.1,6.18,6781275.00034123,220562.0003549442,33
26085.0,HOH 1398,61.19811387,8.46260201,1995,0.047,0.0,10.0,10.0,,,0.06999999999999999,4.0,40.0,0.22,0.36,0.2,0.4,0.55,,0.09,0.24,,30.0,1.0,0.9,2.0,84.0,0.48,6.2,6802427.999130959,149033.00051417341,33
26085.0,HOH 1398,61.19811387,8.46260201,2019,0.076,13.0,5.0,9.0,,,0.018000000000000002,5.384615384615384,12.0,0.23,0.7,0.14,0.18,0.62,,0.13,0.29,,4.0,0.39,0.62,3.0,57.0,0.76,6.44,6802427.999130959,149033.00051417341,33
26086.0,Korstjernet,59.52199655,9.63347437,1995,,,106.0,157.0,,,,3.0,40.0,0.09,0.33,0.8,,1.86,,0.11,0.6,,54.0,,1.9,5.0,300.0,7.5,4.56,6610438.999492296,196576.0000265463,33
26086.0,Korstjernet,59.52199655,9.63347437,2019,,,100.0,140.0,,,,3.68421052631579,2.0,0.036000000000000004,0.28,0.44,,1.48,,0.076,0.55,,17.0,,0.33,7.0,210.0,11.0,4.74,6610438.999492296,196576.0000265463,33
26087.0,Hengsvatnet,59.65618463,9.4415214,1995,0.053,,112.0,142.0,,,,8.222222222222221,150.0,0.22,1.48,0.9,,1.45,,0.18,0.64,,41.0,,2.4,1.0,240.0,5.8,5.66,6626240.998752443,186990.5805707433,33
26087.0,Hengsvatnet,59.65618463,9.4415214,2019,0.057999999999999996,,93.0,110.0,,,,12.333333333333336,93.0,0.09699999999999999,1.48,0.79,,1.24,,0.12,0.8,,23.0,,0.77,3.0,160.0,7.1,5.8,6626240.998752443,186990.5805707433,33
26088.0,Surtetjørn,59.77231309,9.12523824,1995,0.022000000000000002,,126.0,154.0,,,,3.4,40.0,0.26,0.85,0.9,,1.66,,0.25,0.59,,28.0,,2.3,7.0,255.0,8.7,4.84,6640675.999913797,170356.00044057163,33
26088.0,Surtetjørn,59.77231309,9.12523824,2019,0.036000000000000004,,120.0,150.0,,,,3.7894736842105265,15.0,0.12,0.72,0.6,,1.42,,0.19,0.71,,12.0,,0.68,8.0,190.0,12.0,4.99,6640675.999913797,170356.00044057163,33
26089.0,Vihusvatnet,59.07633693,8.88201358,1995,0.022000000000000002,,68.0,111.0,,,,7.166666666666668,40.0,0.09,0.86,1.0,,1.65,,0.12,0.88,,57.0,,2.5,7.0,285.0,5.3,4.91,6564623.999888182,149601.00053121772,33
26089.0,Vihusvatnet,59.07633693,8.88201358,2019,0.031,,83.0,120.0,,,,5.425531914893617,11.0,0.040999999999999995,0.51,0.69,,1.23,,0.094,0.7,,27.0,,0.6,6.0,220.0,7.9,4.92,6564623.999888182,149601.00053121772,33
26090.0,Mjåvatn,59.311,8.268,1995,,,46.0,106.0,,,,,,,,,,,,,,,,,,4.0,,,,6594058.587274173,117148.13216877118,33
26090.0,Mjåvatn,59.311,8.268,2019,,,65.0,81.0,,,,,,,,,,,,,,,,,,3.0,,,,6594058.587274173,117148.13216877118,33
26091.0,Store Kleivtjørn,59.02265958,8.65039603,1995,,,63.0,125.0,,,,,,,,,,,,,,,,,,3.0,,,,6559904.9992976235,135792.00034662802,33
26091.0,Store Kleivtjørn,59.02265958,8.65039603,2019,,,79.0,120.0,,,,,,,,,,,,,,,,,,2.0,,,,6559904.9992976235,135792.00034662802,33
26092.0,Folurdkaldevatn,59.3836825,7.59348255,1995,0.035,,10.0,41.0,,,,4.285714285714286,40.0,0.06,0.3,0.5,,0.64,,0.07,0.37,,70.0,,1.1,11.0,101.0,0.2,5.56,6606199.998858023,79788.00229042914,33
26092.0,Folurdkaldevatn,59.3836825,7.59348255,2019,0.057,,12.0,16.0,,,,7.5675675675675675,25.0,0.067,0.56,0.33,,0.52,,0.07400000000000001,0.44,,3.0,,0.39,1.0,33.0,0.68,6.13,6606199.998858023,79788.00229042914,33
26093.0,Hemletjørnane,59.61075187,7.54322131,1995,0.034,,10.0,50.0,,,,3.666666666666667,60.0,0.05,0.33,0.7,,0.75,,0.09,0.52,,117.0,,1.1,1.0,138.0,0.42,5.65,6631700.997705528,79784.00229291525,33
26093.0,Hemletjørnane,59.61075187,7.54322131,2019,0.054000000000000006,,8.0,12.0,,,,4.835164835164836,54.0,0.027000000000000003,0.44,0.4,,0.54,,0.091,0.42,,33.0,,0.38,1.0,62.0,0.6,6.0,6631700.997705528,79784.00229291525,33
26094.0,HOH 1394,59.93816288,7.96235116,1995,0.033,,10.0,25.0,,,,4.333333333333334,40.0,0.11,0.26,0.3,,0.55,,0.06,0.22,,117.0,,0.8,4.0,190.0,0.37,5.52,6665441.998644612,107218.00139155443,33
26094.0,HOH 1394,59.93816288,7.96235116,2019,0.05,,5.0,6.0,,,,7.301587301587302,22.0,0.07200000000000001,0.46,0.16,,0.43,,0.063,0.28,,19.0,,0.43,1.0,45.0,0.5,6.0,6665441.998644612,107218.00139155443,33
26095.0,Lundevatnet,58.46007642,8.21435903,1995,0.012,,130.0,202.0,,,,2.344827586206897,40.0,0.22,0.68,2.9,,2.78,,0.29,1.91,,99.0,,3.1,5.0,370.0,7.7,4.66,6499930.998933031,104484.00072250672,33
26095.0,Lundevatnet,58.46007642,8.21435903,2019,0.03,,120.0,150.0,,,,2.1052631578947367,18.0,0.081,0.4,1.93,,2.0,,0.19,1.58,,29.0,,0.88,3.0,320.0,10.8,4.84,6499930.998933031,104484.00072250672,33
26096.0,Lille Hovvatnet,58.60525202,8.03626503,1995,0.012,,63.0,146.0,,,,2.176470588235294,,0.11,0.37,1.9,,2.21,,0.17,1.1,,109.0,,2.5,,335.0,3.9,4.68,6517104.843207758,95804.74013009621,33
26096.0,Lille Hovvatnet,58.60525202,8.03626503,2019,0.03,,90.0,140.0,,,,4.3076923076923075,,0.068,0.56,1.11,,1.43,,0.13,0.91,,72.0,,0.55,,270.0,6.6,4.9,6517104.843207758,95804.74013009621,33
26098.0,HOH 1227,59.18429408,7.10573061,1995,0.033,,10.0,34.0,,,,2.5,40.0,0.03,0.1,0.4,,0.53,,0.04,0.26,,70.0,,0.6,2.0,95.0,0.21,5.39,6587287.997351695,49563.00398792408,33
26098.0,HOH 1227,59.18429408,7.10573061,2019,0.044000000000000004,,6.0,16.0,,,,3.561643835616439,37.0,0.025,0.26,0.46,,0.5,,0.073,0.46,,28.0,,0.34,2.0,63.0,0.51,5.7,6587287.997351695,49563.00398792408,33
26099.0,Reinsgrovtjørnane,59.34189763,7.00623649,1995,0.031,,10.0,25.0,,,,1.4285714285714286,40.0,0.05,0.1,0.7,,0.68,,0.07,0.44,,82.0,,0.7,1.0,113.0,0.31,5.24,6605433.9972528005,46012.00464028993,33
26099.0,Reinsgrovtjørnane,59.34189763,7.00623649,2019,0.046,,10.0,15.0,,,,2.4444444444444446,5.0,0.043,0.22,0.7,,0.55,,0.09,0.53,,19.0,,0.25,2.0,53.0,0.85,5.72,6605433.9972528005,46012.00464028993,33
26101.0,Store Einervann/HOH 230,58.31215765,6.57577756,1995,0.002,,112.0,286.0,,,,0.58,40.0,0.17,0.29,8.5,,4.79,,0.5,5.1,,145.0,,3.5,4.0,360.0,4.7,4.52,6494378.995424069,7193.007038234209,33
26101.0,Store Einervann/HOH 230,58.31215765,6.57577756,2019,0.03,,100.0,160.0,,,,0.6216216216216216,9.0,0.15,0.23,5.53,,3.15,,0.37,3.65,,98.0,,0.87,5.0,260.0,6.5,4.87,6494378.995424069,7193.007038234209,33
26102.0,Krossvatnet,58.24253239,7.78938368,1995,0.027000000000000003,,92.0,169.0,,,,2.4651162790697683,40.0,0.27,1.06,5.4,,3.42,,0.43,3.41,,109.0,,3.8,3.0,330.0,5.4,4.95,6478381.998766959,77172.00204377063,33
26102.0,Krossvatnet,58.24253239,7.78938368,2019,0.045,,110.0,150.0,,,,2.125,26.0,0.24,0.68,4.14,,2.6,,0.32,2.99,,90.0,,1.33,3.0,270.0,7.5,5.26,6478381.998766959,77172.00204377063,33
26103.0,Svartevatnet,58.278,7.086,1995,0.013999999999999999,,89.0,190.0,,,,1.6285714285714286,40.0,0.19,0.57,5.1,,3.32,,0.35,3.1,,64.0,,3.2,5.0,280.0,4.9,4.71,6486957.221189761,36503.64520113927,33
26103.0,Svartevatnet,58.278,7.086,2019,0.039,,79.0,120.0,,,,1.4814814814814814,25.0,0.1,0.4,3.5,,2.28,,0.27,2.49,,61.0,,0.96,3.0,210.0,5.7,5.16,6486957.221189761,36503.64520113927,33
26104.0,Lisle Frøysvatnet,58.30513362,7.10953963,1995,0.022000000000000002,,39.0,129.0,,,,1.4117647058823528,40.0,0.16,0.48,4.8,,2.91,,0.34,2.85,,136.0,,2.8,3.0,265.0,2.2,4.86,6489802.997729407,38233.00407951616,33
26104.0,Lisle Frøysvatnet,58.30513362,7.10953963,2019,0.040999999999999995,,81.0,120.0,,,,1.346153846153846,20.0,0.12,0.35,3.3,,2.08,,0.26,2.45,,131.0,,0.92,4.0,280.0,4.2,5.27,6489802.997729407,38233.00407951616,33
26105.0,Bergetjørni,59.017,6.906,1995,0.026000000000000002,,32.0,77.0,,,,1.1304347826086956,40.0,0.11,0.26,2.9,,1.81,,0.23,1.52,,89.0,,1.3,2.0,175.0,1.8,5.01,6570118.165395722,35940.14896275161,33
26105.0,Bergetjørni,59.017,6.906,2019,0.048,,46.0,56.0,,,,2.0869565217391304,16.0,0.12,0.48,2.06,,1.4,,0.23,1.5,,83.0,,0.56,3.0,170.0,2.7,5.65,6570118.165395722,35940.14896275161,33
26106.0,Skjelbreidtjørni,58.726,6.188,1995,0.055,,36.0,48.0,30.0,,,2.0178571428571423,40.0,0.48,1.13,6.3,,3.51,,0.56,3.61,,215.0,,3.3,8.0,365.0,2.1,6.06,6543122.0689053,-9353.27403799363,33
26106.0,Skjelbreidtjørni,58.726,6.188,2019,0.087,,21.0,25.0,32.0,,,2.1500000000000004,12.0,0.47,1.29,6.22,,3.57,,0.6,3.86,,265.0,,1.34,5.0,380.0,2.0,6.3,6543122.0689053,-9353.27403799363,33
26107.0,Lomstjørni,58.67622276,6.08323611,1995,0.036000000000000004,,62.0,100.0,,,,1.5272727272727271,40.0,0.38,0.84,6.6,,3.5,,0.55,3.71,,240.0,,3.1,5.0,335.0,2.6,5.4,6538414.994451352,-16124.98749652732,33
26107.0,Lomstjørni,58.67622276,6.08323611,2019,0.07,,41.0,47.0,,,,1.8524590163934425,9.0,0.34,1.13,6.21,,3.26,,0.61,3.67,,150.0,,1.05,3.0,270.0,2.8,6.15,6538414.994451352,-16124.98749652732,33
26108.0,Kråtjørni,58.74057372,6.11825705,1995,0.016,,59.0,120.0,,,,0.8918918918918921,40.0,0.13,0.33,5.0,,3.15,,0.37,3.02,,195.0,,2.4,2.0,245.0,2.1,4.74,6545269.993942712,-13153.987764550839,33
26108.0,Kråtjørni,58.74057372,6.11825705,2019,0.062,,42.0,67.0,,,,0.9736842105263158,8.0,0.13,0.37,5.16,,2.59,,0.38,3.05,,160.0,,0.9,2.0,210.0,2.2,5.22,6545269.993942712,-13153.987764550839,33
26109.0,Tvaravatnet,59.0399926,6.30813732,1995,0.025,,17.0,88.0,,,,0.7777777777777777,40.0,0.12,0.21,3.9,,2.2,,0.27,2.2,,125.0,,1.5,1.0,175.0,0.76,4.99,6576984.994401721,2117.0100558013073,33
26109.0,Tvaravatnet,59.0399926,6.30813732,2019,0.045,,16.0,37.0,,,,0.923076923076923,12.0,0.083,0.24,3.7,,1.86,,0.26,2.39,,84.0,,0.61,1.0,120.0,1.1,5.47,6576984.994401721,2117.0100558013073,33
26110.0,Knappatjørna,60.3299579,5.26210175,1995,0.037000000000000005,,79.0,100.0,21.0,,,1.6296296296296295,40.0,0.39,0.88,7.8,,3.8,,0.54,4.34,,54.0,,2.8,3.0,250.0,3.9,5.43,6727908.860149818,-36411.25368589081,33
26110.0,Knappatjørna,60.3299579,5.26210175,2019,0.081,,84.0,100.0,19.0,,,2.9365079365079367,26.0,0.49,1.85,8.18,,4.44,,0.63,5.4,,71.0,,2.29,5.0,220.0,5.4,6.32,6727908.860149818,-36411.25368589081,33
26111.0,Brekkevatnet,60.34352983,5.59155803,1995,0.036000000000000004,,20.0,33.0,16.0,,,1.931034482758621,40.0,0.12,0.56,3.3,,1.84,,0.29,1.9,,106.0,,1.6,1.0,155.0,0.94,5.66,6726762.991165339,-18132.979871517047,33
26111.0,Brekkevatnet,60.34352983,5.59155803,2019,0.06,,19.0,25.0,5.0,,,2.647058823529412,2.0,0.048,0.9,3.46,,1.88,,0.34,2.15,,34.0,,0.67,1.0,84.0,1.2,6.21,6726762.991165339,-18132.979871517047,33
26112.0,1230 HOH,59.77908541,7.02439361,1995,0.032,11.0,10.0,21.0,,,0.43,4.199999999999998,40.0,0.05,0.21,0.4,1.6,0.55,0.6,0.05,0.22,0.1,87.0,2.0,0.2,3.0,104.0,0.2,5.32,6653763.996913459,52893.0044862997,33
26112.0,1230 HOH,59.77908541,7.02439361,2019,0.042,24.0,5.0,9.0,,,0.11,4.328358208955224,8.0,0.059000000000000004,0.29,0.34,0.18,0.49,0.05,0.067,0.39,0.078,26.0,1.2,0.47,1.0,46.0,0.39,5.53,6653763.996913459,52893.0044862997,33
26113.0,Øvre Juklevatni,60.05973323,7.02721169,1995,0.04,0.0,10.0,10.0,,,0.4,3.5000000000000004,40.0,0.02,0.28,0.3,0.8,0.45,1.1,0.08,0.24,0.4,72.0,1.4,0.3,1.0,86.0,0.2,5.7,6684847.996895133,56820.00450380461,33
26113.0,Øvre Juklevatni,60.05973323,7.02721169,2019,0.064,1.0,5.0,5.0,,,0.011000000000000001,4.375,4.0,0.008,0.7,0.33,0.073,0.65,0.05,0.16,0.31,0.065,39.0,0.2,0.57,1.0,61.0,0.25,6.37,6684847.996895133,56820.00450380461,33
26114.0,HOH 1092,60.29211579,6.4895288,1995,0.035,0.0,10.0,10.0,,,0.15,2.1818181818181817,40.0,0.07,0.24,1.4,1.4,0.86,0.4,0.11,0.74,,63.0,1.2,0.5,2.0,86.0,0.33,5.65,6714320.99558306,30381.008265563753,33
26114.0,HOH 1092,60.29211579,6.4895288,2019,0.049,13.0,5.0,5.0,,,0.066,3.793103448275863,5.0,0.08900000000000001,0.33,0.96,0.2,0.66,0.07200000000000001,0.087,0.68,,9.0,0.41,0.26,3.0,29.0,0.36,5.84,6714320.99558306,30381.008265563753,33
26115.0,Rundatjørni,60.56906845,6.3032973,1995,0.035,0.0,10.0,10.0,,0.14800000000000002,0.25999999999999995,3.0,40.0,0.02,0.06,0.4,0.9,0.34,0.2,0.02,0.24,,15.0,1.6,0.2,2.0,45.0,0.2,5.64,6746327.995658608,24224.009999496164,33
26115.0,Rundatjørni,60.56906845,6.3032973,2019,0.044000000000000004,11.0,5.0,5.0,,0.044000000000000004,0.07,3.0000000000000004,4.0,0.05,0.27,0.97,0.05,0.63,0.05,0.09,0.73,,1.0,0.66,0.27,1.0,28.0,0.48,5.66,6746327.995658608,24224.009999496164,33
26116.0,Husdalsvatnet,60.652,5.5,1995,0.027000000000000003,,53.0,102.0,14.0,,,0.8780487804878049,40.0,0.23,0.36,5.8,,3.0,,0.41,3.38,,110.0,,1.6,2.0,185.0,2.0,5.11,6761599.755294792,-18183.306999714347,33
26116.0,Husdalsvatnet,60.652,5.5,2019,0.04,,48.0,73.0,7.0,,,1.1578947368421053,14.0,0.18,0.44,6.81,,3.13,,0.38,4.3,,82.0,,0.84,2.0,140.0,2.5,5.38,6761599.755294792,-18183.306999714347,33
26117.0,Stemmevatnet,60.86098477,5.32273465,1995,0.02,,45.0,112.0,21.0,,,0.641025641025641,40.0,0.17,0.25,5.6,,3.12,,0.39,3.31,,119.0,,2.0,2.0,195.0,1.7,4.84,6786117.989482473,-24366.973825531546,33
26117.0,Stemmevatnet,60.86098477,5.32273465,2019,0.039,,47.0,71.0,13.0,,,0.7352941176470588,7.0,0.12,0.25,4.76,,2.43,,0.34,2.97,,77.0,,0.8,2.0,140.0,2.7,5.24,6786117.989482473,-24366.973825531546,33
26118.0,HOH 816,60.9289057,5.81325344,1995,0.028999999999999998,,10.0,42.0,21.0,,,1.0,40.0,0.07,0.09,1.2,,1.13,,0.09,0.66,,93.0,,0.8,4.0,120.0,0.2,5.13,6789792.992509359,3149.016245989653,33
26118.0,HOH 816,60.9289057,5.81325344,2019,0.040999999999999995,,5.0,10.0,9.0,,,1.0,5.0,0.038,0.15,1.67,,0.92,,0.15,1.15,,22.0,,0.34,1.0,43.0,0.68,5.58,6789792.992509359,3149.016245989653,33
26119.0,Rundedalsvatnet,61.66270384,5.20363991,1995,0.026000000000000002,,16.0,43.0,,,,1.1176470588235294,40.0,0.14,0.38,5.7,,2.37,,0.34,2.28,,120.0,,1.3,1.0,150.0,0.57,4.39,6875673.989040788,-17373.97045363451,33
26119.0,Rundedalsvatnet,61.66270384,5.20363991,2019,0.043,,8.0,15.0,,,,1.196078431372549,3.0,0.11,0.61,7.15,,3.02,,0.51,3.43,,33.0,,0.68,1.0,50.0,0.65,5.61,6875673.989040788,-17373.97045363451,33
26120.0,Holmevatnet,60.96964172,5.39901013,1995,0.022000000000000002,,17.0,38.0,14.0,,,0.7999999999999999,40.0,0.11,0.16,2.6,,1.78,,0.2,1.49,,67.0,,1.2,2.0,155.0,1.5,4.9,6797519.990398934,-18478.9755867293,33
26120.0,Holmevatnet,60.96964172,5.39901013,2019,0.037000000000000005,,16.0,27.0,5.0,,,1.04,2.0,0.065,0.26,3.27,,1.73,,0.25,1.99,,13.0,,0.51,2.0,72.0,1.7,5.31,6797519.990398934,-18478.9755867293,33
26121.0,Botnavatnet,60.98299141,5.39369831,1995,0.023,,27.0,58.0,9.0,,,0.875,40.0,0.18,0.21,3.1,,2.01,,0.24,1.81,,41.0,,1.3,3.0,141.0,1.8,4.96,6799037.990121792,-18545.97503228701,33
26121.0,Botnavatnet,60.98299141,5.39369831,2019,0.038,,33.0,51.0,4.0,,,1.0344827586206895,10.0,0.1,0.3,3.7,,1.94,,0.29,2.29,,18.0,,0.56,3.0,85.0,2.6,5.3,6799037.990121792,-18545.97503228701,33
26122.0,Blåfjellvatnet,61.0163901,5.76145903,1995,0.032,,10.0,37.0,,,,0.8888888888888891,40.0,0.1,0.16,2.6,,1.35,,0.18,1.53,,74.0,,0.9,1.0,119.0,0.51,5.35,6799864.993164132,1737.0175476360018,33
26122.0,Blåfjellvatnet,61.0163901,5.76145903,2019,0.044000000000000004,,16.0,23.0,,,,1.0499999999999998,6.0,0.059000000000000004,0.21,2.33,,1.21,,0.2,1.6,,18.0,,0.4,1.0,49.0,1.0,5.69,6799864.993164132,1737.0175476360018,33
26123.0,HOH 1530,60.85403576,7.63638136,1995,0.034,0.0,10.0,10.0,,,0.14,6.5,40.0,0.04,0.13,0.2,0.4,0.33,,0.02,0.08,0.2,51.0,0.9,0.4,2.0,87.0,0.23,5.57,6768996.997994846,100487.00210556376,33
26123.0,HOH 1530,60.85403576,7.63638136,2019,0.066,3.9,5.0,5.0,,,0.016,9.250000000000002,5.0,0.15,1.11,0.19,0.21,0.96,,0.12,0.37,0.066,35.0,0.2,1.64,2.0,58.0,0.38,6.37,6768996.997994846,100487.00210556376,33
26124.0,Krongeltjørni,61.56781295,7.93852536,1995,0.038,0.0,10.0,10.0,,,0.12,4.0,40.0,0.08,0.12,0.2,,0.27,,0.03,0.14,1.0,5.0,0.4,0.4,3.0,60.0,0.35,5.9,6846370.998871116,125431.00127420947,33
26124.0,Krongeltjørni,61.56781295,7.93852536,2019,0.059000000000000004,15.0,5.0,5.0,,,0.025,7.142857142857142,6.0,0.19,0.55,0.12,,0.41,,0.077,0.22,0.05,1.0,0.2,0.32,3.0,32.0,0.62,6.19,6846370.998871116,125431.00127420947,33
26125.0,Langesjøen,61.26700174,5.17160519,1995,0.031,,76.0,93.0,,,,0.8596491228070176,40.0,0.27,0.49,7.4,,3.64,,0.57,4.64,,45.0,,2.3,2.0,170.0,3.5,5.15,6832207.988549702,-25710.969314562622,33
26125.0,Langesjøen,61.26700174,5.17160519,2019,0.047,,60.0,76.0,,,,0.9245283018867924,7.0,0.15,0.49,6.92,,3.25,,0.53,4.0,,31.0,,1.06,3.0,110.0,4.0,5.51,6832207.988549702,-25710.969314562622,33
26126.0,Steinbotsvatna,61.36345396,6.40645056,1995,0.036000000000000004,,10.0,10.0,,,,3.666666666666667,40.0,0.03,0.11,0.4,,0.43,,0.03,0.34,,37.0,,0.4,1.0,63.0,0.23,5.52,6833534.99569318,41466.00888665597,33
26126.0,Steinbotsvatna,61.36345396,6.40645056,2019,0.054000000000000006,,5.0,8.0,,,,4.533333333333334,8.0,0.027999999999999997,0.34,0.84,,0.58,,0.075,0.6,,1.0,,0.23,2.0,10.0,0.35,6.03,6833534.99569318,41466.00888665597,33
26127.0,Einevollsvatnet,61.480934,5.58238897,1995,0.032,,36.0,43.0,,,,1.0,40.0,0.08,0.13,1.9,,1.57,,0.13,1.17,,5.0,,0.8,4.0,98.0,2.7,5.35,6852611.991531443,-404.97967234574025,33
